Comment	Sentiment
Hopelessly inane , humorless and under-inspired .	0
inane , humorless and under-inspired	0
under-inspired	0
're never quite sure where self-promotion ends and the truth begins	0
a huge disappointment coming , as it does , from filmmakers and performers of this calibre	0
a huge disappointment coming , as it does ,	0
a huge disappointment coming	0
huge disappointment coming	0
disappointment coming	0
A banal , virulently unpleasant excuse for a romantic comedy .	0
A banal , virulently unpleasant excuse for a romantic comedy	0
A banal , virulently unpleasant excuse	0
banal , virulently unpleasant excuse	0
, virulently unpleasant excuse	0
Humorless , self-conscious art drivel , made without a glimmer of intelligence or invention .	0
Humorless , self-conscious art drivel ,	0
Humorless , self-conscious art drivel	0
Humorless ,	0
self-conscious art drivel	0
without a glimmer of intelligence or invention	0
is ultimately scuttled by a plot that 's just too boring and obvious	0
by a plot that 's just too boring and obvious	0
that 's just too boring and obvious	0
's just too boring and obvious	0
too boring and obvious	0
All comedy is subversive , but this unrelenting bleak insistence on opting out of any opportunity for finding meaning in relationships or work just becomes sad .	0
All comedy is subversive , but this unrelenting bleak insistence on opting out of any opportunity for finding meaning in relationships or work just becomes sad	0
and artistically inept	0
It 's a loathsome movie , it really is and it makes absolutely no sense .	0
It 's a loathsome movie , it really is and it makes absolutely no sense	0
It 's a loathsome movie , it really is and	0
It 's a loathsome movie , it really is	0
It 's a loathsome movie ,	0
It 's a loathsome movie	0
a loathsome movie	0
loathsome movie	0
it makes absolutely no sense	0
makes absolutely no sense	0
is mild-mannered , been-there material given a pedestrian spin by a director who needed a touch of the flamboyant , the outrageous	0
absurdities and inconsistencies	0
dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention	0
as the tiresome rant of an aging filmmaker still thumbing his nose at convention	0
stillborn except as a harsh conceptual exercise	0
Even if you 're an Elvis person , you wo n't find anything to get excited about on this DVD .	0
Lacks the spirit of the previous two , and makes all those jokes about hos and even more unmentionable subjects seem like mere splashing around in the muck .	0
Too stagey , talky	0
it 's unlikely to inspire anything more than a visit to McDonald 's , let alone some savvy street activism	0
unlikely to inspire anything more than a visit to McDonald 's , let alone some savvy street activism	0
The thing just never gets off the ground .	0
just never gets off the ground .	0
never gets off the ground .	0
There must be an audience that enjoys the Friday series , but I would n't be interested in knowing any of them personally .	0
There must be an audience that enjoys the Friday series , but I would n't be interested in knowing any of them personally	0
has dulled your senses faster and deeper than any recreational drug on the market	0
McTiernan 's remake may be lighter on its feet -- the sober-minded original was as graceful as a tap-dancing rhino -- but it is just as boring and as obvious	0
-- the sober-minded original was as graceful as a tap-dancing rhino --	0
is just as boring and as obvious	0
one of the saddest action hero performances ever witnessed	0
the saddest action hero performances ever witnessed	0
saddest action hero performances	0
saddest	0
artistic and muted , almost to the point of suffocation	0
could pass for a thirteen-year-old 's book report on the totalitarian themes of 1984 and Farenheit 451	0
pass for a thirteen-year-old 's book report on the totalitarian themes of 1984 and Farenheit 451	0
And it 's harder still to believe that anyone in his right mind would want to see the it .	0
it 's harder still to believe that anyone in his right mind would want to see the it .	0
's harder still to believe that anyone in his right mind would want to see the it .	0
's harder still to believe that anyone in his right mind would want to see the it	0
still to believe that anyone in his right mind would want to see the it	0
that anyone in his right mind would want to see the it	0
Loud , silly , stupid and pointless .	0
stupid and pointless	0
Merely -LRB- and literally -RRB- tosses around sex toys and offers half-hearted paeans to empowerment that are repeatedly undercut by the brutality of the jokes , most at women 's expense .	0
-LRB- and literally -RRB- tosses around sex toys and offers half-hearted paeans to empowerment that are repeatedly undercut by the brutality of the jokes , most at women 's expense .	0
tosses around sex toys and offers half-hearted paeans to empowerment that are repeatedly undercut by the brutality of the jokes , most at women 's expense .	0
through this mess	0
Unspeakable , of course , barely begins to describe the plot and its complications .	0
the film is not entirely successful	0
If we 're to slap protagonist Genevieve LePlouff because she 's French , do we have that same option to slap her creators because they 're clueless and inept ?	0
, do we have that same option to slap her creators because they 're clueless and inept ?	0
have that same option to slap her creators because they 're clueless and inept	0
option to slap her creators because they 're clueless and inept	0
because they 're clueless and inept	0
're clueless and inept	0
By that measure , it is a failure .	0
, it is a failure .	0
it is a failure .	0
is a failure .	0
is a failure	0
a failure	0
failure	0
Like the Tuck family themselves , this movie just goes on and on and on and on	0
Once one experiences Mr. Haneke 's own sadistic tendencies toward his audience , one is left with a sour taste in one 's mouth , and little else .	0
is left with a sour taste in one 's mouth , and little else .	0
left with a sour taste in one 's mouth , and little else	0
with a sour taste in one 's mouth , and little else	0
a sour taste in one 's mouth ,	0
being surprisingly dull	0
leading to a tragedy which is somehow guessable from the first few minutes , maybe because it echoes the by now intolerable morbidity of so many recent movies	0
to a tragedy which is somehow guessable from the first few minutes , maybe because it echoes the by now intolerable morbidity of so many recent movies	0
a tragedy which is somehow guessable from the first few minutes , maybe because it echoes the by now intolerable morbidity of so many recent movies	0
